#Character ID	Max Speakers	Gender	Age	Status	Comment	Reference	FCBH Character
Obadiah, prophet	1	Male				OBA 1:4 <-(1 more)-> OBA 1:18
Oded, prophet	1	Male				2CH 28:9 <-(1 more)-> 2CH 28:11	Oded (prophet)
officer of King Jehoshaphat of Israel	1	Male				2KI 3:11
officer of King Joram of Israel	1	Male				2KI 7:13
officer of king of Israel, on whose arm the king leaned	1	Male				2KI 7:2 & 2KI 7:19
officers	-1	Male				DEU 20:5 <-(5 more)-> ACT 5:26
officers of king of Aram	-1	Male				2KI 6:12
officers of king of Babylon	-1	Male				JER 39:14
officers of magistrates	-1	Male				ACT 16:35 & ACT 16:38
officers of temple guard	-1	Male				LUK 22:5
official, royal (father)	1	Male				JHN 4:47 <-(1 more)-> JHN 4:52	Father
officials	-1	Male				JER 26:16 <-(5 more)-> JHN 19:6
officials from chief priests and Pharisees	-1	Male				JHN 18:5 & JHN 18:7
officials of Belshazzar	-1	Male				DAN 5:4
officials of Ben-Hadad, king of Aram	-1	Male				1KI 20:23 <-(4 more)-> 1KI 20:33
officials of David	-1	Male				2SA 9:2 & 2SA 15:15
officials of high priest, one of the	1	Male				JHN 18:22	Officer
officials of Samaria	-1	Male				2KI 10:4 & 2KI 10:5	Elder
officials of Succoth	-1	Male				JDG 8:6	Prince of Succoth
officials of Trans-Euphrates	-1	Male				EZR 5:3 <-(11 more)-> EZR 5:17
officials, Ephesus (friends of Paul)	-1	Male				ACT 19:31
old man in Gibeah	1	Male	Elder			JDG 19:17 <-(2 more)-> JDG 19:24
old prophet in Bethel	1	Male	Elder			1KI 13:12 <-(10 more)-> 1KI 13:32	Prophet (old)
older daughter of Lot	1	Female				GEN 19:31 <-(1 more)-> GEN 19:34	Daughter of Lot (female)
On	1	Male			son of Peleth (Reubenite)	NUM 16:3
one at table of Pharisee (expert in religious law)	1	Male				LUK 14:15
one of the others who stood on the river bank	1	Male				DAN 12:6
one of you	-1					ROM 9:19 & JAS 2:16
one who allowed Paul to live by himself	-1	Male				ACT 28:16
one who brings good news	-1	PreferMale				ISA 40:9 & ISA 52:7
one who robs his father or mother	1	Male				PRO 28:24
onlookers	-1					ISA 14:16 & ISA 14:17
oppressors of poor	-1					AMO 8:5 & AMO 8:6
Orpah	1	Female				RUT 1:9 & RUT 1:10
other guests at Pharisee (Simon)'s house	-1	Male				LUK 7:49
others (testing Jesus)	-1					LUK 11:16
others who would not believe	-1	Male				ACT 28:24 & ACT 28:25
owners of colt	-1	PreferMale				MRK 11:5 & LUK 19:33
owners of fortune telling slave girl	-1	Male				ACT 16:19 <-(1 more)-> ACT 16:21
palace administrator and overseer (elder) of the city	2	Male				2KI 10:5	Elder
parents of cured man, blind from birth	2	Either			May want to assign one or more of these lines to female, as appropriate	JHN 9:20 <-(2 more)-> JHN 9:23
parents of rebellious son	2	Either				DEU 21:20
Pashur	1	Male			son of Malkijah	JER 21:2 <-(1 more)-> JER 38:25	Pashhur
passers by	-1					LAM 2:15 <-(3 more)-> MRK 15:30
Paul	1	Male				ACT 9:1 <-(201 more)-> 2CO 9:2
Paul's traveling companions, Luke and	-1					ACT 20:12 <-(1 more)-> ACT 21:14
Pekah, son of Remaliah, king of Israel	-1	Male				ISA 7:6
people	-1					2CH 26:23 <-(39 more)-> 1TH 5:3
people at cistern	-1					1SA 19:22
people at coronation of King Joash	-1					2KI 11:12
people at Gennesaret (sick)	-1					MAT 14:36 & MRK 6:56
people at Jairus' house	-1					MAT 9:24 & LUK 8:53	Man (Not Good)
people from Jerusalem, Judea and the region around the Jordan	-1					MAT 3:6 & MRK 1:5
people in Capernaum	-1					MRK 1:30 & MRK 2:1
people in Capernaum synagogue	-1					MRK 1:22
people in crowd by Sea of Galilee	-1					JHN 6:14 <-(3 more)-> JHN 6:34
people in high priest's courtyard	-1	Either			Group consisted of at least a servant girl and a man	JHN 18:25
people in Jericho, all the	-1					LUK 19:7
people in Pisidian Antioch synagogue	-1					ACT 13:42
people in temple courts, all the	-1					ACT 3:10
people in the temple	-1					LUK 20:16
people near Jordan River	-1					LUK 3:15 & JHN 10:41
people of Decapolis	-1					MRK 7:32 <-(1 more)-> MRK 7:37
people of Jerusalem	-1					JER 4:5 <-(6 more)-> MAT 21:10
people of Jerusalem, some	-1					JHN 7:25 <-(1 more)-> JHN 7:27
people of Samaria, all the	-1					ACT 8:10
people of Tyre and Sidon	-1					ACT 12:20 & ACT 12:22
people praying at John Mark's mother's house	-1					ACT 12:15
people who had known Saul	-1					1SA 10:11
people who heard about Jesus' birth	-1					LUK 2:18
people who saw healing of demon-possessed man who was blind and mute	-1					MAT 12:23
people who see Nineveh's destruction	-1					NAM 3:7
people, all the	-1					1KI 1:39 <-(12 more)-> LUK 7:29
people, arrogant wicked	-1					PSA 73:11
people, God's	-1					ISA 25:9 <-(5 more)-> ZEC 13:9
people, hurried	-1					ISA 5:19
people, Israel, tribes of	-1					2SA 19:9 & 2SA 19:10
people, other	-1					MRK 6:15 & LUK 9:8
people, repentant	-1					JER 14:7 <-(5 more)-> JER 14:22
people, righteous	-1					PSA 52:7 & PSA 92:15
people, self-righteous	-1					LUK 18:9
people, some	-1					MRK 2:18 <-(2 more)-> LUK 13:1
people, still others	-1					MRK 6:15 & LUK 9:8
peoples, many	-1					ISA 2:3
person asking someone to read a sealed book	1	Male				ISA 29:11 & ISA 29:12
person claiming to have a pure heart	1	Either				PRO 20:9
person encouraging Jerusalem	1	PreferMale				ZEP 3:16 & ZEP 3:17
person near Lazarus' grave who informed Jesus	1					JHN 11:17
person sacrificing	1					1SA 2:16	Man
person warning people of Benjamin to flee	1					JER 6:1
person who informed Judah	1					GEN 38:24
person who informed people of Gaza	1					JDG 16:2	Man
person who informed Rabshakeh	1					2KI 19:9 & ISA 37:9
person who informed Solomon	1					1KI 2:29
person who informed Tamar, daughter-in-law of Judah	1					GEN 38:13
person who informed the sons of Israel	1					JOS 22:11
person who informed townsmen of Ophrah	1					JDG 6:29
person who told David about Obed-Edom	1					2SA 6:12
person who told David about Philistines	1					1SA 23:1
person who told David of Nathan's arrival	1	Male				1KI 1:23
person who told Joshua where the kings were hiding	1	Male				JOS 10:17
person who told king of Aram of Elisha's arrival	1	Male				2KI 8:7
person who told Samuel where Saul was	1	Male				1SA 15:12
person who told Saul where David was	1	Male				1SA 24:1
person who told Shimei where his servants were	1	Male				1KI 2:39
person who told the guards and priests where the apostles were	1	Male				ACT 5:25
person without the gift of tongues	1					1CO 14:16
Peter (Simon)	1	Male				MAT 14:28 <-(187 more)-> GAL 2:10
Pharaoh (1st)	1	Male				GEN 12:18 & GEN 12:19	Pharaoh 1st
Pharaoh (2nd)	1	Male				GEN 41:15 <-(22 more)-> GEN 50:6	Pharaoh 2nd
Pharaoh (2nd)'s men	-1	Male				GEN 41:43
Pharaoh (3rd)	1	Male				EXO 1:9 <-(28 more)-> EXO 14:5	Pharaoh 3rd
Pharaoh (6th)	1	Male				1KI 11:22	Pharaoh 4th
Pharaoh (Apries)	1	Male			aka, Pharaoh Hophra (see JER 44:30)	EZK 29:3 & EZK 29:9
Pharaoh's daughter	1	Female				EXO 2:6 <-(2 more)-> EXO 2:10
Pharaoh's officials	-1	Male				EXO 10:7 & EXO 14:5
Pharisee (expert in religious law)	1	Male				MAT 22:36 & LUK 13:31
Pharisee (Simon)	1	Male				LUK 7:39 <-(1 more)-> LUK 7:43	Simon
Pharisees	-1	Male				MAT 9:11 <-(42 more)-> ACT 23:9
Pharisees, other	-1	Male				LUK 11:37 <-(1 more)-> JHN 9:16
Pharisees, some	-1	Male				MAT 12:2 <-(8 more)-> JHN 9:40
Phicol	1	Male				GEN 21:22 & GEN 21:23
Philip the apostle	1	Male				MRK 6:37 <-(3 more)-> JHN 14:8
Philip the evangelist	1	Male				ACT 8:5 <-(4 more)-> ACT 20:12
Philistine commanders	-1	Male				1SA 29:3 <-(1 more)-> 1SA 29:5	Commander
Philistine priests and fortune tellers	-1	Male				1SA 6:3 <-(5 more)-> 1SA 6:9
Philistine rulers	-1	Male				JDG 16:5 <-(2 more)-> 1CH 12:19
Philistines	-1	Male				JDG 15:6 <-(11 more)-> 1SA 14:12
Phineas the priest	1	Male				JOS 22:16 <-(5 more)-> JOS 22:32	Phinehas
Phineas' wife (daughter-in-law of Eli)	1	Female				1SA 4:21 & 1SA 4:22	Mother of Ichabod (female)
Pilate	1	Male				MAT 27:11 <-(47 more)-> JHN 19:22
Pilate's wife	1	Female				MAT 27:19
poets	-1					NUM 21:27 <-(2 more)-> NUM 21:30
Potiphar's wife	1	Female				GEN 39:7 <-(6 more)-> GEN 39:19
priest	-1	Male				NUM 5:19 <-(5 more)-> JER 23:33
priest of Jupiter	1	Male				ACT 14:13
priests	-1	Male				DEU 27:9 <-(37 more)-> ACT 4:1
prince of Tyre	1	Male				EZK 28:2 & EZK 28:9
princes of the sea	-1	Male				EZK 26:17 & EZK 26:18	Prince of the Sea
proclaimers of God's word	-1					PSA 68:12 & PSA 68:13
proclamation	1	Male				EZR 10:7 & EZR 10:8
proclamation of the resurrection	-1					ACT 4:2
prophet	1	Male			prophet who spoke to Ahab king of Israel	1KI 20:13 <-(1 more)-> 1KI 20:22
prophet of Yahweh sent to Israel	1	Male				JDG 6:8 <-(1 more)-> JDG 6:10
prophet sent to Amaziah	1	Male				2CH 25:15 & 2CH 25:16
prophet who confronts Ahab	1	Male				1KI 20:35 <-(4 more)-> 1KI 20:42
prophets	-1				Former prophets (generically), quoted	JER 25:5 <-(3 more)-> ZEC 1:4
prophets (speaking the word of Yahweh)	-1					2KI 21:11 <-(3 more)-> 2KI 21:15
prophets and seers	-1	Male				2KI 17:13
prophets and teachers at Antioch	-1	Male				ACT 13:3
prophets of Baal	-1					1KI 18:26	Prophet of Baal
prophets, 400 false	400					1KI 22:6 <-(2 more)-> 2CH 18:11	Prophet (false)
prostitute (symbolic of Israel)	1	Female				HOS 2:5 <-(1 more)-> HOS 2:12
prostitute, one	1	Female				1KI 3:17 <-(5 more)-> 1KI 3:26
prostitute, other	1	Female				1KI 3:22 & 1KI 3:26
psalmist	-1					
Puah (midwife)	1	Female				EXO 1:19
queen of Babylon	1	Female			Probably Belshazzar's mother	DAN 5:10 <-(1 more)-> DAN 5:12
queen of Sheba	1	Female				1KI 10:6 <-(6 more)-> 2CH 9:8
queens and concubines	-1	Female				SNG 6:10
Rabshakeh	1	Male				2KI 18:19 <-(51 more)-> ISA 37:25
Rachel	1	Female				GEN 30:1 <-(10 more)-> GEN 31:35
Rahab	1	Female				JOS 2:4 <-(7 more)-> JOS 2:21
reader	1					ISA 29:11
Rebekah	1	Female				GEN 24:18 <-(17 more)-> GEN 27:46
Rebekah's mother	1	Female				GEN 24:55 <-(2 more)-> GEN 24:60
rebels	-1	PreferMale				ISA 30:10 <-(1 more)-> ISA 30:16
Rechab	1	Male				2SA 4:8	Son of Rimmon
Rechabite family, men of	-1	Male				JER 35:6 <-(4 more)-> JER 35:11	Rechabite
Regem-Melech	1	Male				ZEC 7:3
Rehoboam, king	1	Male				1KI 12:5 <-(9 more)-> 2CH 12:6
Rehum, commanding officer	1	Male				EZR 4:9 <-(6 more)-> EZR 4:16
relative	1	Male				AMO 6:10
relatives of Ahaziah, king of Judah	-1	Male				2KI 10:13
reply to the slain believers (in vision)	1					REV 6:11
report about Jesus	-1	PreferMale				MAT 14:13 <-(7 more)-> JHN 12:18
report about John the Baptist	-1	PreferMale				MRK 6:29
report about Lazarus	-1	PreferMale				JHN 11:6
report concerning new believers in Antioch	-1	PreferMale				ACT 11:22
report concerning Paul	1	PreferMale				ACT 17:13 & GAL 1:23
report of God's mercy to Elizabeth	-1					LUK 1:58
report to king of Aram	1	Male				2KI 6:13
report to king of Assyria	1	Male				2KI 17:26
report to Martha about Jesus	-1	PreferFemale				JHN 11:20
report to Sanballat and Tobiah	-1	Male				NEH 4:1 <-(3 more)-> NEH 6:16
rest of heads of families	-1	Male				EZR 4:3
Reuben	1	Male				GEN 37:8 <-(34 more)-> GEN 50:18
Reubenites	-1	Male				NUM 32:3 <-(21 more)-> JOS 22:29	Reubenite
Rhoda	1	Female	YoungAdult		possibly young girl/teen	ACT 12:13 <-(1 more)-> ACT 12:15
rich young ruler	1	Male	YoungAdult			MAT 19:16 <-(5 more)-> LUK 18:21	Young Man (Rich)
rooster	1	PreferMale				MAT 26:74 <-(2 more)-> JHN 18:27	
royal record	1	Male				EZR 6:3 <-(1 more)-> EZR 6:5	Scribe
rule given by Paul	1	Male				2TH 3:10
rules of the world	1					COL 2:21
rumbling sound	1	Male				EZK 3:12	Angel
rumor	1	PreferMale				JHN 21:23	
Ruth	1	Female				RUT 1:9 <-(10 more)-> RUT 3:17
Sabeans	-1					ISA 45:14 & ISA 45:15
Sadducees	-1	Male				MAT 16:1 <-(20 more)-> ACT 23:8
sailors on ship to Italy (Rome)	-1	Male				ACT 27:12 <-(4 more)-> ACT 27:39
sailors on ship to Tarshish	-1	Male				JON 1:5 <-(5 more)-> JON 1:16	Sailor
Salome	1	Female				MRK 16:3 <-(2 more)-> LUK 24:11
Samson	1	Male				JDG 14:2 <-(20 more)-> JDG 16:30
Samson's 30 Philistine companions	30	Male				JDG 14:13 <-(1 more)-> JDG 14:18	Philistine
Samson's father-in-law	1	Male				JDG 15:2	Father in Law
Samson's Philistine wife	1	Female				JDG 14:16	Wife of Samson (female)
Samuel	1	Male	Adult			1SA 7:3 <-(76 more)-> 1SA 16:11
Samuel (boy)	1	Male	Child			1SA 3:4 <-(4 more)-> 1SA 3:16
Samuel (dead)	1	Male	Elder			1SA 28:15 <-(3 more)-> 1SA 28:19
Sanballat the Horonite	1	Male				NEH 2:19 <-(8 more)-> NEH 6:9
Sanhedrin	-1	Male				MAT 26:59 <-(12 more)-> ACT 7:57
Sapphira, wife of Ananias of Jerusalem	1	Female				ACT 5:8
Sarah (Sarai)	1	Female	Adult			GEN 16:2 & GEN 16:5
Sarah (Sarai) (old)	1	Female	Elder			GEN 18:12 <-(3 more)-> GEN 21:10
Satan (Devil)	1	Male			In the OT, FCBH uses "Satan" as the label	1CH 21:1 <-(15 more)-> LUK 4:11	Devil
satraps	-1	Male				DAN 6:5 <-(5 more)-> DAN 6:15
Saul	1	Male				1SA 9:5 <-(90 more)-> 1CH 10:4
Saul's announcement	1	Male				1SA 13:4
Saul's messengers to Jesse	-1	Male				1SA 16:19 & 1SA 16:22
Saul's servant (young)	1	Male	YoungAdult			1SA 16:18
Saul's servants	-1	Male				1SA 16:15 <-(2 more)-> 1SA 28:7
Saul's uncle	1	Male				1SA 10:14 & 1SA 10:15	Uncle
saying (lie about disciples stealing Jesus' body)	1	Male				MAT 28:15
saying (proverb)	1					GEN 22:14
saying (proverb) about sour grapes	1					EZK 18:2
saying about (or by) idolaters	-1					HOS 13:2
saying about Anakites	1					DEU 9:2
saying about blind and lame	1					2SA 5:8
saying about captivity and death by the sword	1				Possibly a reference to Jeremiah 15:2, Jeremiah 43:11 or Matthew 26:52	REV 13:10
saying about doing anything	1					1CO 6:12 & 1CO 10:23
saying about food	1					1CO 6:13
saying about Gentile nations	1					PSA 87:4 & PSA 87:5
saying about God's deliverance	2					JER 16:14 <-(2 more)-> JER 23:8
saying about going beyond what is written	1					1CO 4:6
saying about Nimrod	1					GEN 10:9
saying about Saul	1					1SA 10:12 & 1SA 19:24
saying about seer	1					1SA 9:9
saying about short bed and narrow blanket	1					ISA 28:20
saying about sow	1					2PE 2:22
saying about what controls you	1					2PE 2:19
saying about yeast	1					1CO 5:6 & GAL 5:9
saying about Zion	1					PSA 87:5
saying, true	1					2TI 2:11 <-(1 more)-> 2TI 2:13
scoffers	-1	PreferMale				2PE 3:4
scoffers who rule people in Jerusalem	-1	Male				ISA 28:15	Scoffer
scoundrels	-1	Male				1KI 21:13	Scoundrel
scouts of Ben-Hadad, king of Aram	-1	Male				1KI 20:17
scribes	-1	Male			Gr. grammateus	LUK 11:53 <-(3 more)-> LUK 23:10
scripture	-1					2KI 14:6 <-(234 more)-> REV 19:15
sea	1	Neuter				ISA 23:4
sea captains, seafarers, sailors	-1	Male				REV 18:18 <-(1 more)-> REV 18:20
second person to accuse Peter (man)	1	Male				LUK 22:58
Seir (personified)	1	Male				EZK 25:8 & EZK 35:10	Mount Seir
Sennacherib, king of Assyria	1	Male				2CH 32:17 <-(5 more)-> ISA 10:14	Sennacherib
Seraiah	1	Male				JER 51:62 & JER 51:64
seraph, one of the	1	Male				ISA 6:7
seraphs	-1	Male				ISA 6:3
Sergius Paulus, proconsul	1	Male				ACT 13:7 & ACT 13:12
serpent	1	Male			Gen 3 - text uses masculine pronouns	GEN 3:1 <-(1 more)-> GEN 3:5
servant girl at high priest's courtyard	1	Female				MAT 26:69 <-(3 more)-> JHN 18:17	Woman (Servant)
servant girl, another	1	Female				MAT 26:71	Woman (Servant)
servant of concubine's husband	1	Male				JDG 19:11
servant of Elijah	1	Male				1KI 18:43 & 1KI 18:44
servant of Naaman's wife (young girl)	1	Female	Child			2KI 5:3 & 2KI 5:4	Slave Girl (female)
servant of Nabal	1	Male	YoungAdult		na?ar, nah'-ar; from H5287; a boy, from the age of infancy to adolescence	1SA 25:14 <-(2 more)-> 1SA 25:17
servant of priest	1	Male				1SA 2:15 & 1SA 2:16
servant of Saul (and of his father Kish)	1	Male	YoungAdult		na?ar, nah'-ar; from H5287; a boy, from the age of infancy to adolescence	1SA 9:6 <-(1 more)-> 1SA 9:11
servants of Achish, king of Gath	-1	Male				1SA 21:11
servants of David	-1	Male				1SA 25:40 <-(3 more)-> 1KI 1:2
servants of Eglon, king of Moab	-1	Male				JDG 3:24
servants of Isaac	-1	Male				GEN 26:32
servants of royal official (father)	-1	Male				JHN 4:51 & JHN 4:52	Servant
seven sons of Sceva	7	Male				ACT 19:13
seventy-two	72	Male				LUK 10:17
Shadrach	1	Male			original Hebrew name: Hananiah	DAN 3:16 <-(1 more)-> DAN 3:18
Shalmaneser, king of Assyria	1	Male				2KI 17:27
Shaphan, secretary	1	Male				2KI 22:9 <-(3 more)-> 2CH 34:18
Sharezer	1	Male				ZEC 7:3
Sheba, Dedan, and the merchants of Tarshish	-1	Male				EZK 38:13
Sheba, son of Bicri	1	Male				2SA 20:1
Shebna	1	Male				2KI 18:26 <-(4 more)-> ISA 37:4
Shecaniah, son of Jehiel	1	Male				EZR 10:2 <-(1 more)-> EZR 10:4
Shechem, son of Hamor	1	Male	YoungAdult			GEN 34:4 <-(4 more)-> GEN 34:23
Shemaiah the Nehelamite	1	Male			false prophet, enemy of Jeremiah	JER 29:26 <-(1 more)-> JER 29:28	Shemaiah 2nd
Shemaiah, prophet	1	Male			prophet during reign of Jeroboam	2CH 11:4 & 2CH 12:5	Shemaiah 1st
Shemaiah, son of Delaiah	1	Male			false prophet	NEH 6:10	Shemaiah 3rd
Shemeber, king of Zeboiim	1	Male				GEN 14:4
Shephatiah	1	Male			son of Mattan	JER 38:4 & JER 38:25
shepherds at well	-1	Male				GEN 29:4 <-(2 more)-> GEN 29:8	Shepherd
shepherds outside Bethlehem	-1					LUK 2:15 <-(1 more)-> LUK 2:18
Shethar-Bozenai	1	Male				EZR 5:3 <-(11 more)-> EZR 5:17
Shimei	1	Male				2SA 16:7 <-(3 more)-> 1KI 2:38
Shimshai, secretary	1	Male				EZR 4:9 <-(6 more)-> EZR 4:16
Shinab, king of Admah	1	Male				GEN 14:4
Shiphrah (midwife)	1	Female				EXO 1:19
Shobi	1	Male			son of Nahash from Rabbah of the Ammonites	2SA 17:29
Shua (Judah's wife)	1	Female				GEN 38:3 <-(1 more)-> GEN 38:5
Shunammite woman	1	Female			well-to-do	2KI 4:9 <-(9 more)-> 2KI 8:5
sign on the cross	1	PreferMale				MAT 27:37 <-(2 more)-> JHN 19:19
Silas	1	Male				ACT 15:34
Simeon	1	Male				GEN 34:14 <-(21 more)-> GEN 50:18
Simeon, devout man in Jerusalem	1	Male	Elder			LUK 2:29 <-(4 more)-> LUK 2:35	Simeon (Old)
Simon, sorcerer	1	Male				ACT 8:9 <-(3 more)-> ACT 8:24	Sorcerer (Simon)
sinful woman	1	Female				LUK 7:37
singers	-1	Male				1CH 16:41 & PSA 68:26
singers from the ends of the earth	-1					ISA 24:16
singers in Judah	-1					ISA 26:1 <-(19 more)-> ISA 26:21
singers, and relatives	-1	Male				2CH 5:13
sinners	-1					PRO 1:11 <-(4 more)-> AMO 9:10
Sisera	1	Male				JDG 4:19 & JDG 4:20
sisters of beloved	-1	Female				SNG 8:8 & SNG 8:9
slave drivers, Egyptian	-1	Male	Adult			EXO 5:10 <-(2 more)-> EXO 5:14
slave girls	-1	Female				NAM 2:7 & NAM 2:8	Slave Girl (female)
slaves of corruption	-1					2PE 2:19
sluggard	1	Male	Adult			PRO 6:10 <-(2 more)-> PRO 26:13
soldier at the cross	1	Male	Adult			LUK 23:37
soldiers	-1	Male	Adult			NAM 2:9 <-(3 more)-> ACT 27:42
soldiers, Assyrian	-1	Male	Adult			ISA 10:29
soldiers, Roman	-1	Male	Adult			MAT 27:29 <-(7 more)-> JHN 19:24
soldiers, some (near Jordan River)	-1	Male	Adult			LUK 3:14
Solomon, king	1	Male				1KI 1:52 <-(215 more)-> SNG 8:13	Solomon
some convinced by Paul	-1	Male				ACT 28:24
some people (quoted by Paul)	-1					2CO 10:10
someone	-1					ECC 1:10 <-(8 more)-> JAS 4:13
someone (hypothetical argument)	-1					PSA 11:1 <-(3 more)-> 2CO 12:16
someone from Seir	1	PreferMale				ISA 21:11
someone hiding	1	Male				AMO 6:10
someone in crowd	1	Male				LUK 12:13
someone in Jerusalem	1					ISA 22:13
son (child) in Israel (hypothetical)	1	Male	Child			DEU 6:20
son (receiving instructions)	1	Male	Child			PRO 7:4
son of Paul's sister (young man)	1	Male	YoungAdult			ACT 23:20 & ACT 23:21	Child (Nephew)
son of Shelomith (whose father was an Egyptian)	1	Male				LEV 24:11 & LEV 24:23
son of Shunammite	1	Male	Child			2KI 4:19	Boy
son of widow	1	Male				2KI 4:6
song about the prostitute	1	Either				ISA 23:16	Song of Prostitute
song of the prostitute (female)	1	Female				ISA 23:16
sons (hypothetical), at end of life	-1	Male	Elder			PRO 5:12 <-(1 more)-> PRO 5:14
sons of God	-1	Male	Child		could be spoken by any age actor, but a child's voice might provide best dramatic effect	GAL 4:6
sons of Korah	-1	Male				PSA 42:3 & PSA 42:9	Son of Korah
sons of Korah's enemies	-1	Male				PSA 42:3
sons of prophet in Bethel	-1	Male				1KI 13:30
souls of those killed for word of God	-1					REV 6:10
spies (from Pharisees and Herodians)	-1	Male				MAT 22:16 <-(10 more)-> LUK 20:26	Religious Leader
Stephen	1	Male				ACT 7:2 <-(53 more)-> ACT 7:60
steward of Joseph's house	1	Male				GEN 43:23 <-(2 more)-> GEN 44:10	Steward
stingy man	1	Male				PRO 23:7
synagogue ruler	1	Male				LUK 13:14	Religious Leader
synagogue rulers in Pisidian Antioch	-1	Male				ACT 13:15
Syria	-1	Male				ISA 7:6
Tamar, daughter of David	1	Female				2SA 13:12 <-(1 more)-> 2SA 13:16	Tamar 2nd (female)
Tamar, daughter-in-law of Judah	1	Female				GEN 38:16 <-(1 more)-> GEN 38:18	Tamar 1st (female)
Tattenai, governor	1	Male				EZR 5:3 <-(11 more)-> EZR 5:17
tax collectors	-1	Male				LUK 3:12
teacher of religious law	1	Male				MAT 8:19 & LUK 9:57
teachers of religious law	-1	Male				MAT 2:5 <-(50 more)-> ACT 5:40
temple guards	-1	Male				JHN 7:46
Tertius	1	Male				ROM 16:22
Tertullus, lawyer	1	Male				ACT 24:2 <-(5 more)-> ACT 24:8
Thomas	1	Male				JHN 11:16 <-(4 more)-> JHN 21:5
those hiding from Yahweh	-1					ISA 29:15
those standing near	-1	Male			accusers of Peter in courtyard	MAT 26:73 <-(1 more)-> LUK 22:59
those standing near Paul in Sanhedrin	-1	Male				ACT 23:4
those who afflict Jerusalem	-1	Male				ISA 51:23
those who call on God	-1					ROM 10:14
those who fear Yahweh	-1					PSA 118:4
those who go by	-1	Male			PSA 129:8	PSA 129:8
those who heard	-1					HEB 12:19
those who seek God	-1					PSA 70:4
those with the Eleven	-1	Either				LUK 24:34
three administrators	3	Male				DAN 6:6 <-(4 more)-> DAN 6:15
Timothy	1	Male				1TI 6:17 & 1TI 6:18
Titus	1	Male				2CO 8:17
Tobiah the Ammonite official	1	Male				NEH 2:19 <-(3 more)-> NEH 6:9
Toi, king of Hamath	1	Male				2SA 8:10
townsmen of Ophrah	-1	Male				JDG 6:29 <-(1 more)-> JDG 6:32
troublemakers	-1	Male				1SA 10:27
twenty-four elders	24	Male				REV 4:11 <-(4 more)-> REV 19:4
Tyre (personified)	-1	Male				EZK 26:2
unbeliever who comes under conviction	1					1CO 14:25
unbelievers	-1					1TH 4:12
Uriah	1	Male				2SA 11:11
virgin	1	Female				AMO 8:14
voice	1					EZK 10:13
voice (God?)	1	Male				ISA 30:21 <-(2 more)-> ISA 40:8
voice (Messiah?)	1	Male				ISA 48:16
voice from altar	1	Male				REV 9:14
voice from among living creatures	1	Male				REV 6:6
voice from heaven (angel?)	1	Male			Possibly an angel (not identified)	DAN 4:31 & DAN 4:32	Angel
voice from heaven (God?)	1	Male			Possibly God speaking (not identified)	REV 10:4 <-(2 more)-> REV 14:13
voice from heaven, another	1	Male				REV 18:4 <-(15 more)-> REV 18:20
voice from temple	1					REV 16:1
voice from throne	1	Male				REV 16:17 <-(2 more)-> REV 21:4
voice in heaven	13					REV 7:5 <-(4 more)-> REV 13:10
voice in heaven, loud	1					REV 12:10 <-(1 more)-> REV 12:12
voice in reply (Isaiah?)	1	Male				ISA 40:6
voice of great crowd in heaven, loud	-1					REV 19:1 <-(1 more)-> REV 19:3
voice of great crowd, like roar of many waters, loud thunderclaps	-1					REV 19:6 <-(1 more)-> REV 19:8
voice of joy and gladness	1	Male				JER 33:11
voice of one calling (preparing way for Christ)	1	Male				ISA 40:3 <-(2 more)-> ISA 40:6
voice of rejoicing and salvation	2					PSA 118:15 & PSA 118:16
voices in heaven, loud	-1					REV 11:15
warriors from Zorah and Eshtaol, five	5	Male				JDG 18:3 <-(5 more)-> JDG 18:25
watchman	1	Male				2SA 13:34 <-(4 more)-> JER 31:6
watchmen of Israel	-1	Male				ISA 56:12	Watchman
waves	-1					ISA 51:15
we (believers)	-1					ROM 8:15
weakling	1					JOL 3:10
thing formed from clay	1					ISA 29:16
whoever has doubts	1					ROM 14:23
whole earth	-1					REV 13:3
wicked men of Gibeah	-1	Male				JDG 19:22
wicked, the	-1					PSA 94:7 <-(1 more)-> JER 12:4
widow	1	Female				DEU 25:7 <-(1 more)-> ACT 9:39
widow (from company of prophets)	1	Female				2KI 4:1 <-(2 more)-> 2KI 4:7
widow at Zarephath	1	Female				1KI 17:12 <-(1 more)-> 1KI 17:24
wife suspected of infidelity	1	Female				NUM 5:22
Wisdom	1	Female				PRO 1:22 <-(52 more)-> PRO 9:12
wise counselors of Pharaoh	-1	Male				ISA 19:11	Counselor of Pharaoh
witnesses, false	-1	Male				MAT 26:61 & MRK 14:58
wives	-1	Female				NEH 5:2
wives and concubines of Belshazzar	-1	Female				DAN 5:4
wives, other	-1	Female				NEH 5:3
wives, still others	-1	Female				NEH 5:4 & NEH 5:5
woman from Tekoa	1	Female				2SA 14:4 <-(13 more)-> 2SA 14:20	Woman of Tekoa (female)
woman in Bahurim	1	Female				2SA 17:20
woman in crowd	1	Female				LUK 11:27
woman in famine	1	Female				2KI 6:26 <-(1 more)-> 2KI 6:29	Samarian Woman (female)
woman medium	1	Female				1SA 28:9 <-(5 more)-> 1SA 28:22	Woman at Endor (female)
woman who could not straighten up	1	Female				LUK 13:13
woman, bleeding for twelve years	1	Female				MAT 9:21 <-(4 more)-> LUK 8:47	Woman (Sick)
