Control File Version	163
#	C	V	Character ID	Delivery	Alias	Quote Type	Default Character	Parallel Passage
# DEU Almost the whole book is by Moses -- In some Bibles, first level quotes are actually 2nd level -- see DEU 1.5
GEN	32	11	Jacob (Israel)	praying		Normal		
GEN	32	12	Jacob (Israel)	praying		Normal		
GEN	32	16	Jacob (Israel)			Normal		
GEN	32	17	Jacob (Israel)			Normal		
GEN	32	18	Jacob (Israel)			Normal		
GEN	32	19	Jacob (Israel)			Normal		
GEN	32	20	Jacob (Israel)	thought		Normal		
GEN	32	26	angel who wrestled with Jacob		the man (angel)	Normal		
GEN	32	26	Jacob (Israel)			Normal		
GEN	32	27	angel who wrestled with Jacob		the man (angel)	Normal		
GEN	32	27	Jacob (Israel)			Normal		
GEN	32	28	angel who wrestled with Jacob		the man (angel)	Normal		
GEN	32	29	Jacob (Israel)			Normal		
GEN	32	29	angel who wrestled with Jacob		the man (angel)	Normal		
GEN	32	30	Jacob (Israel)			Normal		
GEN	33	5	Esau			Normal		
GEN	33	5	Jacob (Israel)			Normal		
GEN	33	8	Jacob (Israel)			Normal		
GEN	33	8	Esau			Normal		
GEN	33	9	Esau			Normal		
GEN	33	10	Jacob (Israel)			Normal		
GEN	33	11	Jacob (Israel)			Normal		
GEN	33	12	Esau			Normal		
GEN	33	13	Jacob (Israel)			Normal		
GEN	33	14	Jacob (Israel)			Normal		
GEN	33	15	Jacob (Israel)			Normal		
GEN	33	15	Esau			Normal		
GEN	34	4	Shechem, son of Hamor			Normal		
GEN	34	8	Hamor, Hivite ruler			Normal		
GEN	34	9	Hamor, Hivite ruler			Normal		
GEN	34	10	Hamor, Hivite ruler			Normal		
GEN	34	11	Shechem, son of Hamor			Normal		
GEN	34	12	Shechem, son of Hamor			Normal		
GEN	34	14	Simeon/Levi		Jacob's sons	Normal		
GEN	34	15	Simeon/Levi		Jacob's sons	Normal		
GEN	34	16	Simeon/Levi		Jacob's sons	Normal		
GEN	34	17	Simeon/Levi		Jacob's sons	Normal		
GEN	34	21	Hamor, Hivite ruler/Shechem, son of Hamor			Normal		
